Device ID,Age,Gender
3.21E+15,1,male
3.21E+15,1,male
3.21E+15,1,male
3.21E+17,1,male
3.21E+15,1,male
32134110000007ad,1,male
3213411000000d8e,1,male
321341100000170c,1,male
3213411000000f1f,1,male
3.21E+18,1,male
32134110000010cf,1,male
3213411000000ab5,1,male
32134110000011de,1,male
3213411000000b31,1,male
3213411000000a33,1,male
3.21E+15,1,male
321341100000292b,1,male
3213411000000b9a,1,male
3213411000000de0,1,male
3213411000000be3,1,male
32134110000016c7,1,male
321341100000099f,1,male
32134110000018f2,1,male
3.21E+15,1,male
3.21E+15,1,male
32134110000007a2,1,male
32134110000002bd,1,male
3213411000001ddd,1,male
32134110000004d4,1,male
321341100000212f,1,male
3.21E+15,1,male
321341100000203a,1,male
321341100000043d,1,male
3.21E+15,1,male
3213411000000f4d,1,male
3.21E+15,1,male
3213411000001a29,1,male
3.21E+52,1,male
32134110000015d4,1,male
3213411000000efb,1,male
32134110000001dc,1,male
3213411000000cf2,1,male
3.21E+15,1,male
32134110000000ec,1,male
3.21E+94,1,male
3.21E+15,1,male
321341100000015b,1,male
3.21E+15,1,male
3.21E+15,1,male
3.21E+15,1,male
3.21E+15,1,male
321341100000135a,1,male
32134110000007b0,1,male
3213411000000bff,1,male
3.21E+15,1,male
32134110000020d0,1,male
3.21E+24,1,male
3213411000000d9a,1,male
3213411000000c5b,1,male
3213411000001b35,1,male
32134110000012ff,1,male
3.21E+15,1,male
3.21E+15,1,male
3213411000000add,1,male
3213411000001d9e,1,male
32134110000024f5,1,male
3.21E+15,1,male
321341100000069d,1,male
32134110000024f8,1,male
3.21E+15,1,male
3213411000001c0a,1,male
32134110000007d5,1,male
3.21E+15,1,male
3.21E+15,1,male
32134110000022f8,1,male
3213411000001dac,1,male
321341100000131f,1,male
3.21E+15,1,male
3213411000000da6,1,male
3213411000000ac2,1,male
3213411000000a99,1,male
3213411000001bce,1,male
3.21E+15,1,male
321341100000032b,1,male
3.21E+15,1,male
3.21E+15,1,male
3.21E+17,1,male
3.21E+15,1,male
3.21E+15,1,male
3213411000001c4b,1,male
3.21E+15,1,male
3.21E+16,1,male
3213411000001aee,1,male
32134110000014d3,1,male
321341100000055e,1,male
32134110000007c4,1,male
3.21E+101,1,male
3.21E+15,1,male
3213411000000ca0,1,male
3213411000000c57,1,male
3213411000001a26,1,male
3.21E+15,1,male
32134110000010c7,1,male
3213411000000be9,1,male
32134110000027b8,1,male
3213411000000d92,1,male
3.21E+15,1,male
3213411000001a47,1,male
3213411000001dba,1,male
32134110000025f3,1,male
32134110000024b7,1,male
32134110000003a8,1,male
3213411000000c4b,1,male
3213411000001ceb,1,male
32134110000015fb,1,male
32134110000009b2,1,male
3213411000000abd,1,male
3.21E+15,1,male
321341100000227a,1,male
3213411000001dbf,1,male
32134110000021a7,1,male
3.21E+20,1,male
3.21E+15,1,male
3.21E+15,1,male
3.21E+15,1,male
32134110000010a9,1,male
32134110000000a0,1,male
3.21E+18,1,male
3213411000001d07,1,male
3213411000000f76,1,male
32134110000012be,1,male
32134110000016d7,1,male
3.21E+14,1,male
3.21E+15,1,male
321341100000112a,1,male
321341100000068b,1,male
321341100000047c,1,male
3213411000000cb2,1,male
32134110000021a2,1,male
321341100000063e,1,male
3.21E+15,1,male
3.21E+15,1,male
321341100000149f,1,male
32134110000008d5,1,male
3213411000001e3f,1,male
321341100000095b,1,male
3213411000000f1c,1,male
3.21E+15,1,male
32134110000011eb,1,male
3213411000000f4c,1,male
321341100000156c,1,male
32134110000010f0,1,male
3.21E+15,1,male
321341100000075e,1,male
3213411000001ea7,1,male
321341100000115e,1,male
3.21E+18,1,male
321341100000033d,1,male
3213411000000bda,1,male
3.21E+15,1,male
3213411000000a56,1,male
321341100000293b,1,male
3213411000000adc,1,male
3213411000000b8f,1,male
32134110000001b9,1,male
32134110000014a4,1,male
3.21E+15,1,male
3.21E+15,1,male
3213411000000c1d,1,male
32134110000021d8,1,male
32134110000017bb,1,male
3213411000000e1e,1,male
321341100000116d,1,male
3213411000001db4,1,male
3213411000000dc4,1,male
3.21E+15,1,male
3213411000000b52,1,male
3213411000000b0c,1,male
3.21E+15,1,male
3.21E+15,1,male
3213411000000f9b,1,male
3.21E+15,1,male
3.21E+15,1,male
3.21E+15,1,male
321341100000272b,1,male
3.21E+15,1,male
3.21E+15,1,male
3213411000001be9,1,male
3213411000001bb8,1,male
3213411000001e3c,1,male
3.21E+16,1,male
32134110000010bc,1,male
3.21E+15,1,male
321341100000222b,1,male
3213411000000bfa,1,male
32134110000026f1,1,male
3.21E+15,1,male
32134110000013de,1,male
3213411000001b74,1,male
3213411000000a7d,1,male
3.21E+68,1,male
3213411000000d8b,1,male
3.21E+15,1,male
32134110000021ab,1,male
32134110000021b4,1,male
32134110000022d8,1,male
3213411000000dfd,1,male
3213411000000cac,1,male
321341100000045e,1,male
32134110000001ca,1,male
32134110000009d1,1,male
3213411000001c97,1,male
32134110000026f2,1,male
321341100000098e,1,male
32134110000021fa,1,male
3213411000001d18,1,male
3213411000000ba4,1,male
3.21E+15,1,male
3.21E+66,1,male
32134110000005d8,1,male
321341100000025b,1,male
3213411000000b07,1,male
32134110000005fa,1,male
321341100000092b,1,male
3.21E+15,1,male
321341100000023a,1,male
3213411000001db5,1,male
3.21E+15,1,male
32134110000015eb,1,male
3213411000000cf0,1,male
3.21E+15,1,male
3.21E+15,1,male
3.21E+15,1,male
32134110000003d0,1,male
3213411000000d98,1,male
3.21E+15,1,male
321341100000187a,1,male
321341100000083e,1,male
321341100000118d,1,male
32134110000011a1,1,male
32134110000013b4,1,male
321341100000055c,1,male
3.21E+39,1,male
3213411000001b46,1,male
3.21E+15,1,male
3.21E+15,1,male
3213411000000baf,1,male
3.21E+15,1,male
32134110000001db,1,male
32134110000021ee,1,male
321341100000120f,1,male
3.21E+15,1,male
3213411000000b2b,1,male
3213411000000feb,1,male
32134110000003b7,1,male
3.21E+15,1,male
3.21E+15,1,male
3.21E+15,1,male
3213411000001f21,1,male
3.21E+15,1,male
3213411000001a59,1,male
32134110000007ce,1,male
3213411000001b42,1,male
3.21E+19,1,male
3213411000001ddc,1,male
321341100000257b,1,male
3213411000001c29,1,male
3.21E+15,1,male
3.21E+15,1,male
3.21E+15,1,male
3213411000000dd0,1,male
321341100000026e,1,male
321341100000064b,1,male
3213411000000b1e,1,male
3.21E+15,1,male
3213411000000c33,1,male
3.21E+15,1,male
321341100000161c,1,male
3.21E+15,1,male
32134110000012bd,1,male
321341100000112d,1,male
321341100000060a,1,male
321341100000084e,1,male
32134110000023fd,1,male
3213411000000c30,1,male
3.21E+15,1,male
321341100000082c,1,male
32134110000019c3,1,male
3213411000001f32,1,male
32134110000008d3,1,male
32134110000018b1,1,male
3.21E+16,1,male
32134110000006af,1,male
3213411000000d2f,1,male
3213411000000d07,1,male
3.21E+15,1,male
3213411000000b0a,1,male
3213411000000b55,1,male
3213411000000a93,1,male
3.21E+15,1,male
321341100000274a,1,male
32134110000014c6,1,male
321341100000138f,1,male
3.21E+15,1,male
32134110000006a6,1,male
3213411000000e7a,1,male
3.21E+15,1,male
32134110000026cc,1,male
32134110000021cd,1,male
3.21E+15,1,male
3.21E+21,1,male
3.21E+15,1,male
321341100000049a,1,male
3213411000000c90,1,male
3.21E+15,1,male
3213411000000da9,1,male
3.21E+20,1,male
321341100000125c,1,male
3213411000001a32,1,male
32134110000010dd,1,male
32134110000019a5,1,male
3.21E+15,1,male
3.21E+18,1,male
321341100000211f,1,male
321341100000106c,1,male
3.21E+14,1,male
3.21E+15,1,male
321341100000230a,1,male
32134110000021ba,1,male
3.21E+15,1,male
3.21E+15,1,male
3.21E+15,1,male
321341100000093a,1,male
3.21E+15,1,male
3213411000001c13,1,male
32134110000008be,1,male
32134110000002c4,1,male
3213411000000ef3,1,male
3.21E+15,1,male
321341100000119e,1,male
32134110000002b2,1,male
32134110000002fd,1,male
3.21E+15,1,male
3.21E+15,1,male
3213411000001d9b,1,male
321341100000090f,1,male
3213411000000aec,1,male
3213411000000d9e,1,male
3213411000001a88,1,male
321341100000079b,1,male
321341100000259d,1,male
32134110000006bb,1,male
3213411000000d42,1,male
3213411000000c89,1,male
321341100000100e,1,male
32134110000028c8,1,male
3.21E+15,1,male
32134110000000a1,1,male
3.21E+15,1,male
3213411000000aad,1,male
32134110000003fb,1,male
3.21E+15,1,male
32134110000021aa,1,male
3.21E+15,1,male
32134110000008d7,1,male
321341100000219e,1,male
32134110000000d2,1,male
3.21E+15,1,male
32134110000016d9,1,male
3.21E+18,1,male
3213411000000faf,1,male
32134110000010b7,1,male
321341100000081b,1,male
3.21E+15,1,male
3.21E+15,1,male
3.21E+15,1,male
321341100000269e,1,male
321341100000148d,1,male
32134110000007bc,1,male
32134110000002d3,1,male
3.21E+15,1,male
32134110000018cb,1,male
32134110000022bc,1,male
3.21E+15,1,male
3213411000001c5c,1,male
3213411000001a0b,1,male
321341100000250d,1,male
32134110000003f2,1,male
3.21E+15,1,male
321341100000136d,1,male
32134110000008b0,1,male
3.21E+15,1,male
32134110000022ac,1,male
3.21E+15,1,male
3213411000000d21,1,male
32134110000023eb,1,male
3.21E+15,1,male
32134110000007f6,1,male
32134110000007df,1,male
3213411000000a44,1,male
3.21E+15,1,male
321341100000278c,1,male
321341100000086c,1,male
3213411000000c4a,1,male
3213411000000b30,1,male
321341100000086b,1,male
3213411000000eac,1,male
32134110000011ab,1,male
3213411000000f03,1,male
3.21E+29,1,male
3.21E+15,1,male
3213411000000a16,1,male
32134110000001dd,1,male
3213411000001b57,1,male
3.21E+15,1,male
3213411000000f89,1,male
3.21E+15,1,male
321341100000076d,1,male
3213411000000bac,1,male
32134110000000b1,1,male
3213411000000ae6,1,male
3213411000000f70,2,female
321341100000061d,2,female
321341100000113a,2,female
3.21E+15,2,female
321341100000182d,2,female
3.21E+15,2,female
321341100000051e,2,female
3213411000000d16,2,female
3213411000001d16,2,female
32134110000016fc,2,female
321341100000056a,2,female
321341100000045b,2,female
3.21E+15,2,female
3.21E+15,2,female
3213411000000ae8,2,female
32134110000003bc,2,female
32134110000000b8,2,female
32134110000022bb,2,female
3213411000000dd7,2,female
3213411000000eb2,2,female
3.21E+15,2,female
32134110000018ee,2,female
321341100000035b,2,female
3.21E+15,2,female
3213411000001dd5,2,female
32134110000017ca,2,female
321341100000052f,2,female
321341100000041c,2,female
3.21E+15,2,female
321341100000135c,2,female
3213411000000fc3,2,female
3213411000000e4e,2,female
32134110000016f9,2,female
321341100000019f,2,female
32134110000006ab,2,female
3213411000001efb,2,female
3213411000000ab9,2,female
3.21E+15,2,female
32134110000006d1,2,female
32134110000021ea,2,female
3.21E+15,2,female
32134110000028fc,2,female
321341100000071b,2,female
3213411000000a05,2,female
3.21E+15,2,female
3.21E+15,2,female
3.21E+15,2,female
3.21E+15,2,female
3.21E+15,2,female
3.21E+27,2,female
3.21E+15,2,female
3213411000000d32,2,female
3.21E+15,2,female
321341100000066e,2,female
3213411000001b3b,2,female
3213411000001bfc,2,female
321341100000144e,2,female
3213411000001c82,2,female
32134110000004ea,2,female
3.21E+15,2,female
3.21E+15,2,female
3213411000001b75,2,female
321341100000041a,2,female
3213411000001f95,2,female
3213411000000b91,2,female
3213411000001b9c,2,female
3.21E+15,2,female
3.21E+15,2,female
3213411000001b12,2,female
3.21E+15,2,female
3213411000000f68,2,female
32134110000002f3,2,female
3.21E+15,2,female
3.21E+15,2,female
32134110000024d1,2,female
32134110000006c5,2,female
3.21E+15,2,female
321341100000169d,2,female
3.21E+15,2,female
321341100000089d,2,female
32134110000014ef,2,female
3.21E+15,2,female
3213411000001ddb,2,female
321341100000090e,2,female
3213411000000ab2,2,female
3.21E+15,2,female
3.21E+15,2,female
3213411000000b56,2,female
3.21E+15,2,female
3.21E+15,2,female
3.21E+15,2,female
321341100000066b,2,female
3213411000000d65,2,female
3213411000001e1b,2,female
32134110000020f4,2,female
3213411000001d22,2,female
321341100000052a,2,female
32134110000026c3,2,female
3.21E+15,2,female
3213411000001d89,2,female
32134110000003b9,2,female
3213411000000e9f,2,female
3213411000000f4b,2,female
3.21E+15,2,female
3213411000001b6f,2,female
3.21E+15,2,female
3213411000001ed5,2,female
32134110000011c5,2,female
3.21E+15,2,female
3.21E+15,2,female
3.21E+15,2,female
3.21E+15,2,female
32134110000014dc,2,female
32134110000024aa,2,female
32134110000028ba,2,female
321341100000239c,2,female
321341100000011e,2,female
3213411000000a03,2,female
3.21E+15,2,female
32134110000012c9,2,female
3.21E+15,2,female
3213411000000a60,2,female
3213411000000a36,2,female
32134110000012a1,2,female
32134110000012ea,2,female
3.21E+14,2,female
321341100000115c,2,female
3213411000001cf3,2,female
3213411000000d2c,2,female
3.21E+15,2,female
32134110000008c2,2,female
32134110000009b8,2,female
3.21E+15,2,female
3.21E+15,2,female
32134110000001f3,2,female
3213411000001b2b,2,female
321341100000167f,2,female
321341100000064a,2,female
3213411000000c27,2,female
3.21E+15,2,female
3213411000000ea7,2,female
3.21E+15,2,female
3.21E+15,2,female
3213411000001b97,2,female
321341100000248d,2,female
3.21E+15,2,female
321341100000021b,2,female
321341100000014e,2,female
3.21E+15,2,female
3.21E+15,2,female
3213411000000d1d,2,female
3213411000001d2c,2,female
3213411000001e5b,2,female
3213411000000a34,2,female
3213411000001c70,2,female
3213411000000cbb,2,female
321341100000106f,2,female
3.21E+15,2,female
321341100000037f,2,female
3213411000000f1a,2,female
3.21E+15,2,female
321341100000092a,2,female
32134110000012a3,2,female
3213411000000c4d,2,female
3.21E+90,2,female
3.21E+15,2,female
3213411000000f50,2,female
321341100000125a,2,female
3213411000000b4f,2,female
3.21E+15,2,female
32134110000019da,2,female
32134110000005bc,2,female
32134110000005bc,2,female
3213411000000b6d,2,female
321341100000280e,2,female
3213411000000d19,2,female
3213411000000edd,2,female
3.21E+15,2,female
3.21E+15,2,female
3213411000000a5e,2,female
3213411000000b8a,2,female
3213411000001c8c,2,female
32134110000009d7,2,female
3213411000001b30,2,female
3213411000000d10,2,female
32134110000014b0,2,female
3213411000000fd2,2,female
3213411000000b35,2,female
3213411000000f85,2,female
32134110000000a4,2,female
32134110000000b3,2,female
3213411000000a28,2,female
3213411000001a4d,2,female
3213411000000b3d,2,female
3213411000001b6b,2,female
3213411000001d41,2,female
3213411000000b29,2,female
3213411000000ef1,2,female
3.21E+15,2,female
3213411000000aa5,2,female
32134110000028b4,2,female
3.21E+15,2,female
3.21E+15,2,female
3213411000000a8e,2,female
32134110000014ec,2,female
3.21E+15,2,female
3.21E+15,2,female
3213411000000a5b,2,female
3213411000000fda,2,female
32134110000027ca,2,female
3213411000001baf,2,female
3213411000000fee,2,female
321341100000257c,2,female
32134110000003d5,2,female
32134110000014b7,2,female
32134110000000d6,2,female
32134110000015ae,2,female
3213411000000ed5,2,female
3.21E+15,2,female
3.21E+15,2,female
32134110000013db,2,female
3.21E+22,2,female
3213411000000ccb,2,female
32134110000001d2,2,female
32134110000028dc,2,female
3.21E+15,2,female
3213411000000f17,2,female
3213411000000cf1,2,female
3213411000000b84,2,female
32134110000002af,2,female
32134110000019f6,2,female
3213411000001ced,2,female
3.21E+15,2,female
3.21E+15,2,female
3213411000001dcd,2,female
3.21E+15,2,female
3.21E+70,2,female
3.21E+15,2,female
3.21E+15,2,female
3.21E+15,2,female
321341100000252a,2,female
3.21E+15,2,female
3.21E+15,2,female
3.21E+19,2,female
3213411000001b2a,2,female
3.21E+15,2,female
321341100000092c,2,female
32134110000024ec,2,female
3.21E+15,2,female
3213411000001c78,2,female
32134110000009ff,2,female
3.21E+15,2,female
321341100000218b,2,female
3.21E+20,2,female
3.21E+15,2,female
3.21E+15,2,female
3213411000000ffa,2,female
321341100000077d,2,female
321341100000053b,2,female
32134110000010f5,2,female
32134110000026b2,2,female
3213411000000bfd,2,female
3.21E+15,2,female
32134110000003ef,2,female
32134110000001a7,2,female
321341100000084a,2,female
3.21E+15,2,female
32134110000014ae,2,female
3.21E+15,2,female
3.21E+15,2,female
3.21E+15,2,female
3213411000001a83,2,female
3213411000000f88,2,female
32134110000003a0,2,female
321341100000046d,2,female
3213411000000ffe,2,female
3.21E+15,2,female
321341100000147a,2,female
3213411000001a60,2,female
321341100000043f,2,female
3.21E+15,2,female
3213411000000f4f,2,female
3.21E+15,2,female
32134110000005b4,2,female
3213411000000c21,2,female
3213411000000d7e,2,female
3.21E+15,2,female
32134110000004d3,2,female
3213411000000f8e,2,female
3.21E+15,2,female
3213411000000d3c,2,female
32134110000013d6,2,female
3.21E+15,2,female
321341100000016f,2,female
3213411000000df2,2,female
3.21E+15,2,female
3213411000001a1c,2,female
3213411000000dd9,2,female
3213411000000c83,2,female
3.21E+15,2,female
3213411000000f22,2,female
32134110000003a4,2,female
3213411000000ef5,2,female
321341100000218d,2,female
321341100000238d,2,female
32134110000009fa,2,female
321341100000071f,2,female
321341100000105b,2,female
32134110000011ac,2,female
3.21E+15,2,female
321341100000024a,2,female
3213411000001bd4,2,female
3213411000000a2b,2,female
3.21E+15,2,female
3.21E+13,2,female
321341100000169c,2,female
3213411000000df7,2,female
32134110000026a9,2,female
321341100000137f,2,female
3213411000001bb5,2,female
321341100000208f,2,female
321341100000200a,2,female
3213411000000a6d,2,female
32134110000010f8,2,female
3213411000000c4f,2,female
3213411000000cc5,2,female
3213411000000db8,2,female
32134110000006b0,2,female
3.21E+15,2,female
32134110000001d5,2,female
3213411000000f7a,2,female
3213411000000c32,2,female
3213411000000d88,2,female
321341100000250a,2,female
3213411000001e7e,2,female
3.21E+15,2,female
3.21E+18,2,female
3213411000001ed0,2,female
32134110000015d0,2,female
32134110000016ec,2,female
3.21E+15,2,female
3213411000001f25,2,female
32134110000012ad,2,female
3213411000000bbf,2,female
32134110000028a1,2,female
32134110000012a8,2,female
3.21E+15,2,female
3213411000000aa3,2,female
3213411000000ebd,2,female
3213411000001a10,2,female
32134110000026a5,2,female
32134110000020af,2,female
32134110000025dd,2,female
321341100000029c,2,female
32134110000019cf,2,female
32134110000019cf,2,female
3.21E+15,2,female
32134110000006b9,2,female
3213411000001f75,2,female
32134110000020a2,2,female
32134110000017ce,2,female
32134110000008c0,2,female
3.21E+68,2,female
3.21E+15,2,female
3.21E+15,2,female
3213411000001f81,2,female
3213411000000ca8,2,female
3.21E+16,2,female
32134110000001f7,2,female
3213411000001fbd,2,female
3.21E+15,2,female
321341100000068f,2,female
3213411000000b6b,2,female
32134110000021ff,2,female
321341100000050e,2,female
3213411000000fc9,2,female
3213411000001b4d,2,female
321341100000123d,2,female
321341100000064d,2,female
3213411000000c26,2,female
3213411000001bdc,2,female
3213411000000a14,2,female
32134110000013bc,2,female
321341100000049e,2,female
32134110000015be,2,female
32134110000013b8,2,female
32134110000015fe,2,female
3.21E+15,2,female
321341100000063d,2,female
321341100000038a,2,female
3.21E+15,2,female
321341100000051f,2,female
3213411000000cd0,2,female
3.21E+15,2,female
3213411000000be4,2,female
3.21E+15,2,female
3.21E+15,2,female
3213411000000c35,2,female
3.21E+15,2,female
3213411000000d43,2,female
32134110000014fa,2,female
3213411000000d0a,2,female
3213411000000dac,2,female
3213411000000fd1,2,female
321341100000114f,2,female
3.21E+15,2,female
321341100000066c,2,female
3213411000000f7f,2,female
32134110000013dc,2,female
3.21E+15,2,female
3.21E+15,2,female
321341100000268b,2,female
321341100000237a,2,female
3213411000000ec1,2,female
3.21E+13,2,female
3.21E+15,2,female
3.21E+17,2,female
3213411000001bbd,2,female
3.21E+15,2,female
321341100000015c,2,female
3213411000001d0f,2,female
32134110000005c5,2,female
321341100000109b,2,female
321341100000034e,2,female
3.21E+15,2,female
321341100000070a,2,female
3213411000001e5e,2,female
321341100000206a,2,female
3.21E+15,2,female
3213411000000df5,2,female
32134110000005bd,2,female
3213411000000a92,2,female
3213411000001c4d,2,female
